,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000007001,1.79521779230453,-0.0592673020162268,0.314354425876636,0.256497071347504,NA
ENSG00000007038,1.69021065015309,-0.00400508302582873,0.307625079769397,0.925478870307124,NA
ENSG00000007047,781.527426277435,0.0818000863851352,0.0983511607589086,0.379723592627782,0.626332134770082
ENSG00000007080,649.488460299776,0.21756582886723,0.110888243850289,0.0352428357496728,0.123177119320968
ENSG00000007168,3290.36222055667,0.102387401484202,0.0748274120745972,0.163235128619914,0.375584514389981
ENSG00000007171,1.48104432017406,0.00161873524442953,0.30841277377753,0.883837273692519,NA
ENSG00000007202,4253.61104121196,-0.004589795926761,0.0850292175620981,0.941869001316685,0.975705932491055
ENSG00000007237,427.004099591087,-1.35580419936125,0.194544723536024,1.37636533028999e-13,4.87595670644187e-12
ENSG00000007255,128.956742128373,0.185802279679167,0.189401157017119,0.224902106416843,0.459435230872155
ENSG00000007312,2.07846008722538,0.0191128319871193,0.308840011744489,0.599585638381611,NA
ENSG00000007341,154.037064497874,0.0948998486056758,0.163097430164127,0.500829992655477,0.728832735660041
ENSG00000007372,32.2125568103071,0.149543584256661,0.247968844249645,0.361211514267816,0.608174089651669
ENSG00000007376,251.00087871978,0.091397183888819,0.126761121517306,0.430188438307279,0.673214209541642
ENSG00000007384,1827.5137878864,0.0573703050485659,0.0943821139243223,0.519748998823684,0.7424532606653
ENSG00000007392,669.423558438068,-0.160436591531262,0.0985557989513295,0.089414884765705,0.2446258840988
ENSG00000007402,17.9100828448734,0.0914962367558193,0.281652748321318,0.505912854400091,0.732881452586607
ENSG00000007516,8.15291870384701,0.0717767209617232,0.288908843787122,0.564465795555975,0.775678038825282
ENSG00000007520,451.966662917572,0.0900464669375155,0.11797226179046,0.407983784302618,0.653876419744451
ENSG00000007541,647.051541591026,0.140797856274227,0.121958778465006,0.207950909164209,0.437495134062421
ENSG00000007545,210.744544926978,0.0766350144301504,0.134698370201345,0.527714017962137,0.748077488264006
